Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,MA10,Returns
2021-02-26,102.82599639892578,100.05049896240234,101.49749755859375,101.09549713134766,40042000,101.09549713134766,4064162797.241211,,0.0029563879976355345
2021-03-01,103.8115005493164,101.72100067138672,102.4000015258789,103.48300170898438,26060000,103.48300170898438,2668544039.7644043,,0.023616329563469707
2021-03-02,104.73699951171875,102.83350372314453,103.24199676513672,103.2239990234375,25564000,103.2239990234375,2639278405.303955,,-0.0025028524614626457
2021-03-03,103.79949951171875,99.69999694824219,102.59750366210938,100.57050323486328,33892000,100.57050323486328,3477234594.116211,,-0.02570619055333956
2021-03-04,103.72949981689453,100.27149963378906,100.74349975585938,101.69650268554688,49216000,101.69650268554688,4958192083.984375,,0.011196120278468058
2021-03-05,105.30999755859375,101.38899993896484,103.05750274658203,104.85350036621094,53100000,104.85350036621094,5472353395.843506,,0.03104332594824566
2021-03-08,105.68699645996094,100.2594985961914,104.2030029296875,100.375,36868000,100.375,3841756312.0117188,,-0.042711977669504075
2021-03-09,103.19599914550781,101.77999877929688,102.48750305175781,102.01799774169922,33920000,102.01799774169922,3476376103.515625,,0.016368595185048296
2021-03-10,103.06999969482422,100.96649932861328,103.06999969482422,101.80950164794922,27100000,101.80950164794922,2793196991.7297363,,-0.0020437187394903855
2021-03-11,105.5634994506836,102.82250213623047,102.91100311279297,105.0270004272461,27702000,105.0270004272461,2850840608.230591,,0.031603128659079216
2021-03-12,103.88050079345703,101.62100219726562,103.82050323486328,102.5,33818000,102.5,3511001778.3966064,,-0.02406048365626312
2021-03-15,102.74949645996094,101.3895034790039,102.2490005493164,102.72200012207031,26168000,102.72200012207031,2675651846.3745117,97.41715011596679,0.0021658548494665197
2021-03-16,105.68399810791016,102.9645004272461,103.29949951171875,104.19450378417969,31900000,104.19450378417969,3295254034.423828,97.74587005615234,0.01433484219893999
2021-03-17,104.94999694824219,102.20600128173828,103.42350006103516,104.11100006103516,26382000,104.11100006103516,2728518778.6102295,98.05434005737305,-0.0008014215732290442
2021-03-18,103.4375,100.95899963378906,102.40899658203125,101.06700134277344,31700000,101.06700134277344,3246365191.6503906,98.3774299621582,-0.029238012472045938
2021-03-19,101.85199737548828,100.14649963378906,101.48650360107422,101.3479995727539,46072000,101.3479995727539,4675686193.908691,98.70690002441407,0.0027803162876818277
2021-03-22,102.41699981689453,100.69999694824219,101.38150024414062,101.53450012207031,33536000,101.53450012207031,3399929992.1875,99.0077700805664,0.0018401996102797025
2021-03-23,103.20549774169922,101.4000015258789,101.99749755859375,102.06649780273438,28510000,102.06649780273438,2907948655.395508,99.27055999755859,0.005239575513982686
2021-03-24,103.37999725341797,101.44999694824219,102.58799743652344,101.62650299072266,25218000,101.62650299072266,2587064119.354248,99.54529998779297,-0.004310864206020892
2021-03-25,102.28199768066406,99.80449676513672,101.45249938964844,101.62300109863281,35616000,101.62300109863281,3613332218.2617188,99.82899002075196,-3.4458453127772515e-05
2021-03-26,101.96949768066406,100.19249725341797,101.5895004272461,101.23650360107422,27978000,101.23650360107422,2842271042.953491,100.13346008300782,-0.003803248215268451
2021-03-29,102.46050262451172,100.27249908447266,101.10800170898438,102.28949737548828,26492000,102.28949737548828,2678553181.274414,100.40675018310547,0.010401324986127669
2021-03-30,103.13349914550781,101.80750274658203,102.64900207519531,102.32350158691406,27312000,102.32350158691406,2803549544.6777344,100.73071029663086,0.000332431112658238
2021-03-31,104.31300354003906,102.3499984741211,102.72000122070312,103.1259994506836,42570000,103.1259994506836,4372790451.965332,101.04211029052735,0.007842752166645539
2021-04-01,106.7874984741211,104.57150268554688,104.61250305175781,106.48899841308594,39880000,106.48899841308594,4171946621.7041016,101.30799041748047,0.03261058297922803
2021-04-05,111.44950103759766,107.260498046875,107.35749816894531,110.947998046875,48510000,110.947998046875,5207912236.175537,101.56149032592774,0.04187286668329793
2021-04-06,111.4000015258789,110.0895004272461,110.5459976196289,110.46299743652344,35240000,110.46299743652344,3895640956.1157227,101.88095031738281,-0.0043714228187032855
2021-04-07,112.2249984741211,110.65499877929688,110.65499877929688,111.95149993896484,24134000,111.95149993896484,2670547740.539551,102.18131027221679,0.013475123226642127
2021-04-08,113.5895004272461,112.15049743652344,113.19999694824219,112.52149963378906,28664000,112.52149963378906,3244764712.524414,102.55932022094727,0.0050914877883276866
2021-04-09,113.69850158691406,111.86299896240234,112.27200317382812,113.53350067138672,26146000,113.53350067138672,2935463794.98291,102.9298503112793,0.00899384598402353
2021-04-12,112.84449768066406,111.39099884033203,112.70600128173828,112.23100280761719,25024000,112.23100280761719,2820354976.0742188,103.3529702758789,-0.011472365919020677
2021-04-13,113.17350006103516,112.15249633789062,112.54949951171875,112.72149658203125,25682000,112.72149658203125,2890496246.459961,103.76994033813476,0.004370394651599607
2021-04-14,113.37149810791016,111.8010025024414,113.37149810791016,112.09549713134766,21002000,112.09549713134766,2381028203.262329,104.19278030395508,-0.005553505495094591
2021-04-15,114.80000305175781,112.55850219726562,113.09750366210938,114.26249694824219,29174000,114.26249694824219,3299506571.838379,104.54160034179688,0.019331729394583608
2021-04-16,114.71199798583984,113.5459976196289,114.46199798583984,114.13749694824219,26282000,114.13749694824219,3008290231.063843,104.76523025512695,-0.0010939722423238818
2021-04-19,115.20449829101562,113.50900268554688,113.50900268554688,114.48799896240234,30290000,114.48799896240234,3438187691.345215,104.97479034423829,0.0030708752472388134
2021-04-20,114.94999694824219,112.85600280761719,114.87449645996094,113.95050048828125,22288000,113.95050048828125,2560322777.0996094,105.21272033691406,-0.004694801891835021
2021-04-21,114.0,112.24099731445312,113.60250091552734,113.9175033569336,23204000,113.9175033569336,2636032431.2438965,105.3847703552246,-0.00028957425554310134
2021-04-22,114.44400024414062,112.01599884033203,113.7699966430664,112.6259994506836,24146000,112.6259994506836,2747090338.9434814,105.58537033081055,-0.011337185842314135
2021-04-23,115.30599975585938,113.0625,113.3499984741211,114.99649810791016,29066000,114.99649810791016,3294631055.6488037,105.76923034667969,0.021047526048943554
2021-04-26,116.22650146484375,114.86599731445312,115.22599792480469,115.49649810791016,32038000,115.49649810791016,3691610521.5148926,105.98275024414062,0.0043479584876646715
2021-04-27,115.92250061035156,114.30799865722656,115.88150024414062,114.54900360107422,44386000,114.54900360107422,5143516269.836426,106.22061019897461,-0.008203664373881536
2021-04-28,121.56900024414062,117.66100311279297,119.625,117.9520034790039,81106000,117.9520034790039,9702305250.0,106.52136016845704,0.029707808631674437
2021-04-29,120.20800018310547,118.69249725341797,119.46150207519531,119.63800048828125,41234000,119.63800048828125,4925875576.5686035,106.81661026000977,0.014293924304367156
2021-04-30,119.09249877929688,117.3280029296875,118.4010009765625,117.67500305175781,44856000,117.67500305175781,5310995299.8046875,107.07963027954102,-0.0164078087941274
2021-05-03,119.07749938964844,116.7750015258789,118.24549865722656,117.15399932861328,28242000,117.15399932861328,3339489373.0773926,107.33675018310547,-0.004427480005378626
2021-05-04,116.24949645996094,112.83399963378906,115.67749786376953,115.34149932861328,44818000,115.34149932861328,5184434099.258423,107.59670013427734,-0.015471089424066498
2021-05-05,116.75,115.41400146484375,116.43150329589844,115.7385025024414,26636000,115.7385025024414,3101269521.789551,107.91134017944336,0.003441980346527762
2021-05-06,116.86750030517578,114.6520004272461,115.31649780273438,116.86750030517578,25190000,116.86750030517578,2904822579.650879,108.1876301574707,0.009754729656283212
2021-05-07,118.5625,117.30799865722656,118.19450378417969,117.59649658203125,28898000,117.59649658203125,3415584770.3552246,108.49559020996094,0.006237801569742185
2021-05-10,116.55000305175781,114.22699737548828,116.40699768066406,114.5875015258789,30914000,114.5875015258789,3598605926.300049,108.79378021240234,-0.02558745492943637
2021-05-11,114.01399993896484,111.69599914550781,112.15350341796875,113.50299835205078,34186000,113.50299835205078,3834079667.8466797,108.98885025024414,-0.009464410685167013
2021-05-12,112.39900207519531,109.68099975585938,111.30950164794922,110.01249694824219,46376000,110.01249694824219,5162089448.425293,109.1502003479004,-0.0307525039381088
2021-05-13,111.97200012207031,110.33599853515625,111.30599975585938,111.4520034790039,33204000,111.4520034790039,3695804415.8935547,109.32437026977539,0.013084936445347362
2021-05-14,114.23600006103516,112.5,112.927001953125,113.91899871826172,31996000,113.91899871826172,3613212354.4921875,109.5680403137207,0.022135046138695547
2021-05-17,114.48899841308594,112.77549743652344,113.17849731445312,114.44599914550781,21598000,114.44599914550781,2444429184.9975586,109.77046020507812,0.0046260977815424376
2021-05-18,115.38400268554688,113.1094970703125,115.11750030517578,113.12349700927734,22204000,113.12349700927734,2556068976.776123,109.9887501525879,-0.01155568692750042
2021-05-19,113.74949645996094,111.27200317382812,111.42150115966797,113.57499694824219,23684000,113.57499694824219,2638906833.465576,110.1674301147461,0.0039912127091317195
2021-05-20,115.5999984741211,114.1760025024414,114.55000305175781,115.34750366210938,32352000,115.34750366210938,3705921698.7304688,110.39703018188476,0.01560648700413303
2021-05-21,115.94450378417969,114.46499633789062,115.87049865722656,114.70649719238281,40632000,114.70649719238281,4708050101.44043,110.65622009277344,-0.005557176786454621
2021-05-24,118.27749633789062,115.5979995727539,115.74449920654297,118.052001953125,31832000,118.052001953125,3684378898.742676,110.89470001220702,0.02916578260716296
2021-05-25,119.19999694824219,117.75,118.5999984741211,118.14350128173828,22440000,118.14350128173828,2661383965.7592773,111.22171997070312,0.0007750764671454746
2021-05-26,119.44950103759766,118.322998046875,118.32599639892578,119.0155029296875,21572000,119.0155029296875,2552528394.317627,111.52224990844726,0.0073808685072718205
2021-05-27,119.45249938964844,117.81300354003906,119.45249938964844,118.13400268554688,35224000,118.13400268554688,4207594838.5009766,111.84282989501953,-0.007406600169235111
2021-05-28,118.80349731445312,117.64250183105469,118.72100067138672,117.84249877929688,21482000,117.84249877929688,2550364536.4227295,112.16906997680664,-0.002467569875084452
2021-06-01,119.2854995727539,117.71399688720703,118.72200012207031,119.05899810791016,23354000,119.05899810791016,2772633590.85083,112.51377990722656,0.010323095158492945
2021-06-02,119.68199920654297,117.61799621582031,119.4574966430664,118.52950286865234,21158000,118.52950286865234,2527481713.973999,112.87529983520508,-0.004447334915231638
2021-06-03,117.85099792480469,116.47599792480469,117.2864990234375,117.37899780273438,18696000,117.37899780273438,2192788385.7421875,113.18107986450195,-0.009706486892068544
2021-06-04,119.95149993896484,118.12049865722656,118.4635009765625,119.67849731445312,24458000,119.67849731445312,2897380306.8847656,113.49858993530273,0.019590382902938464
2021-06-07,120.22550201416016,119.05000305175781,119.47200012207031,120.11499786376953,24120000,120.11499786376953,2881664642.944336,113.85897994995118,0.003647276320402959
2021-06-08,120.97599792480469,119.73899841308594,120.60050201416016,119.9219970703125,24240000,119.9219970703125,2923356168.823242,114.23919998168945,-0.0016068001239606389
2021-06-09,120.64399719238281,119.84500122070312,120.57150268554688,120.39700317382812,17942000,120.39700317382812,2163293901.184082,114.6284700012207,0.003960958915961932
2021-06-10,121.80000305175781,120.18900299072266,120.34600067138672,121.75650024414062,25904000,121.75650024414062,3117442801.3916016,114.98240997314453,0.011291784965358875
2021-06-11,122.08599853515625,120.947998046875,122.0,121.51000213623047,21958000,121.51000213623047,2678876000.0,115.36800994873047,-0.0020245170271475654
2021-06-14,122.44599914550781,120.9000015258789,121.61299896240234,122.44550323486328,22098000,122.44550323486328,2687404051.071167,115.70801986694336,0.007698963724681596
2021-06-15,122.77549743652344,121.05599975585938,122.44999694824219,121.41950225830078,21562000,121.41950225830078,2640266834.197998,116.0098698425293,-0.008379245864133744
2021-06-16,121.88600158691406,119.47000122070312,121.5719985961914,120.77249908447266,26472000,120.77249908447266,3218253946.838379,116.23038986206055,-0.005328659414627901
2021-06-17,122.52249908447266,120.5,120.69750213623047,121.74349975585938,25842000,121.74349975585938,3119064850.204468,116.43123992919922,0.008039915367715977
2021-06-18,121.60299682617188,120.01499938964844,121.36699676513672,120.11100006103516,46116000,120.11100006103516,5596960422.821045,116.5945799255371,-0.013409337649221365
2021-06-21,122.0,119.89849853515625,120.50050354003906,121.8125,27414000,121.8125,3303400804.046631,116.75914993286133,0.014166062542982916
2021-06-22,122.4000015258789,121.06400299072266,121.75,122.33049774169922,22390000,122.33049774169922,2725982500.0,116.94002990722656,0.004252418608100328
2021-06-23,123.09549713134766,121.83450317382812,122.09349822998047,122.12699890136719,19148000,122.12699890136719,2337846304.107666,117.13090988159179,-0.001663516817872468
2021-06-24,123.05549621582031,122.30000305175781,122.69999694824219,122.5,21362000,122.5,2621117334.8083496,117.31747985839844,0.003054206702762352
2021-06-25,122.63300323486328,121.56500244140625,122.0,122.50849914550781,34594000,122.50849914550781,4220468000.0,117.49552978515625,6.938077965568112e-05
2021-06-28,122.78500366210938,121.40550231933594,122.67849731445312,122.53600311279297,28526000,122.53600311279297,3499526814.39209,117.65985977172852,0.0002245066054762379
2021-06-29,123.02100372314453,121.69100189208984,122.67050170898438,122.27249908447266,23108000,122.27249908447266,2834669953.491211,117.84308975219727,-0.0021504212772287534
2021-06-30,122.25700378417969,121.35449981689453,121.99449920654297,122.0895004272461,24474000,122.0895004272461,2985693373.5809326,117.9854898071289,-0.0014966460863790054
2021-07-01,122.58699798583984,121.53150177001953,121.7249984741211,122.44450378417969,18110000,122.44450378417969,2204439722.366333,118.14793975830078,0.002907730441121359
2021-07-02,125.40399932861328,123.05950164794922,123.1500015258789,125.25749969482422,25982000,125.25749969482422,3199683339.6453857,118.33553985595704,0.022973639679268132
2021-07-06,126.4280014038086,124.5824966430664,125.64849853515625,126.19000244140625,26404000,126.19000244140625,3317622955.3222656,118.58150985717774,0.0074446859377999
2021-07-07,127.28399658203125,126.15299987792969,127.16200256347656,126.4739990234375,24060000,126.4739990234375,3059517781.677246,118.82022994995117,0.0022505474010361404
2021-07-08,125.59549713134766,124.02200317382812,124.0260009765625,125.04399871826172,23790000,125.04399871826172,2950578563.232422,118.98311996459961,-0.011306674227251845
2021-07-09,125.7344970703125,124.55149841308594,125.0250015258789,125.51850128173828,18632000,125.51850128173828,2329465828.430176,119.09111999511718,0.0037946848176670933
2021-07-12,127.06950378417969,125.61100006103516,126.1780014038086,126.97550201416016,17668000,126.97550201416016,2229312928.80249,119.22544998168945,0.011607856352200185
2021-07-13,128.0574951171875,126.67449951171875,127.03849792480469,127.34149932861328,19240000,127.34149932861328,2444220700.073242,119.39819992065429,0.002882424630322067
2021-07-14,129.32650756835938,127.91449737548828,127.95800018310547,128.23699951171875,23742000,128.23699951171875,3037978840.34729,119.59244995117187,0.0070322729654264116
2021-07-15,128.6999969482422,126.52999877929688,128.6490020751953,127.00499725341797,24218000,127.00499725341797,3115621532.25708,119.85188003540038,-0.009607229294133601
2021-07-16,127.8115005493164,126.15350341796875,127.66300201416016,126.97000122070312,20424000,126.97000122070312,2607389153.137207,120.07651000976563,-0.0002755484703095279
2021-07-19,126.20500183105469,123.50499725341797,126.0895004272461,124.5780029296875,27968000,124.5780029296875,3526471147.9492188,120.29197006225586,-0.018839082208542912
2021-07-20,127.04299926757812,124.35050201416016,125.52749633789062,126.20950317382812,26312000,126.20950317382812,3302879483.642578,120.43862991333008,0.013096214466220335
2021-07-21,127.59600067138672,126.02349853515625,126.13349914550781,127.54900360107422,20746000,127.54900360107422,2616765573.272705,120.63315994262695,0.010613308772804642
2021-07-22,128.48300170898438,127.4990005493164,127.84400177001953,128.42149353027344,14302000,128.42149353027344,1828424913.3148193,120.94696990966797,0.006840429204198584
2021-07-23,133.3990020751953,129.80050659179688,130.4304962158203,133.01499938964844,41506000,133.01499938964844,5413648175.933838,121.32938980102539,0.035768980200282074
2021-07-26,134.23699951171875,132.30149841308594,133.32850646972656,134.03500366210938,30572000,134.03500366210938,4076119099.7924805,121.76983993530274,0.00766834024088503
2021-07-27,134.3990020751953,130.10400390625,134.25050354003906,131.89999389648438,54710000,131.89999389648438,7344845048.675537,122.19630996704102,-0.015928747769554108
2021-07-28,138.2969970703125,135.27749633789062,136.31199645996094,136.093994140625,95130000,136.093994140625,12967360223.236084,122.65897994995117,0.03179681909183474
2021-07-29,136.66099548339844,135.54299926757812,136.14999389648438,135.77749633789062,31716000,135.77749633789062,4318133206.420898,123.07962982177735,-0.002325582438320817
2021-07-30,135.30450439453125,134.2550048828125,135.03500366210938,134.72650146484375,25576000,134.72650146484375,3453655253.6621094,123.55189987182617,-0.007740567482783844
2021-08-02,135.3365020751953,133.79400634765625,135.11700439453125,134.85450744628906,21634000,134.85450744628906,2923121273.071289,123.96323989868164,0.0009501173121364559
2021-08-03,135.73199462890625,133.3195037841797,135.13499450683594,135.6300048828125,20762000,135.6300048828125,2805672755.9509277,124.34852981567383,0.005750623032250601
2021-08-04,135.64950561523438,134.48699951171875,135.34950256347656,135.12550354003906,19676000,135.12550354003906,2663136812.438965,124.7406298828125,-0.0037196883035530703
2021-08-05,136.35000610351562,134.8459930419922,135.6804962158203,136.25149536132812,17870000,136.25149536132812,2424610467.376709,125.08223983764648,0.008332933397398268
2021-08-06,136.47250366210938,135.2100067138672,136.04200744628906,135.73849487304688,20488000,135.73849487304688,2787228648.5595703,125.43656005859376,-0.0037650998759376497
2021-08-09,137.1840057373047,135.33949279785156,135.9425048828125,136.91299438476562,17760000,136.91299438476562,2414338886.71875,125.76636016845703,0.008652663438011743
2021-08-10,137.7725067138672,136.364501953125,137.3419952392578,136.8070068359375,19414000,136.8070068359375,2666357495.574951,126.13878005981445,-0.0007741233715936602
2021-08-11,137.6824951171875,136.27149963378906,137.18150329589844,136.2790069580078,15352000,136.2790069580078,2106010438.5986328,126.50797012329102,-0.0038594505511174715
2021-08-12,137.3000030517578,135.42550659179688,135.97549438476562,137.19400024414062,16506000,137.19400024414062,2244411510.3149414,126.838330078125,0.006714117651405838
2021-08-13,137.85650634765625,137.0330047607422,137.25,137.7274932861328,15948000,137.7274932861328,2188863000.0,127.23760009765626,0.003888603299290194
2021-08-16,138.3625030517578,135.2989959716797,137.52499389648438,138.3094940185547,22384000,138.3094940185547,3078359463.3789062,127.61882995605468,0.004225741124996407
2021-08-17,138.2655029296875,136.08200073242188,137.75,136.6614990234375,21716000,136.6614990234375,2991379000.0,127.98438995361329,-0.011915270219238216
2021-08-18,137.10450744628906,135.32150268554688,136.5,135.44900512695312,19258000,135.44900512695312,2628717000.0,128.30237991333007,-0.008872242037067268
2021-08-19,136.3524932861328,134.25,134.4355010986328,135.67999267578125,21782000,135.67999267578125,2928274084.93042,128.5796598815918,0.0017053469577841263
2021-08-20,137.5540008544922,135.25,136.0,137.42950439453125,31194000,137.42950439453125,4242384000.0,128.89273986816406,0.012894397208073283
2021-08-23,140.87449645996094,137.6074981689453,137.96949768066406,140.04150390625,28454000,140.04150390625,3925784087.005615,129.21212982177735,0.01900610442587536
2021-08-24,142.0800018310547,140.3385009765625,140.6114959716797,141.26150512695312,19268000,141.26150512695312,2709302304.382324,129.59209976196288,0.008711711790240662
2021-08-25,142.1894989013672,141.37600708007812,141.625,142.07899475097656,15848000,142.07899475097656,2244473000.0,129.97559982299805,0.005787065791835966
2021-08-26,142.41749572753906,141.35699462890625,141.75,141.4405059814453,20610000,141.4405059814453,2921467500.0,130.3791598510742,-0.004493899824181136
2021-08-27,144.5124969482422,141.4969940185547,141.65249633789062,144.00399780273438,28780000,144.00399780273438,4076758844.604492,130.79825973510742,0.01812417032519198
2021-08-30,145.9705047607422,144.16299438476562,144.39999389648438,144.5904998779297,24434000,144.5904998779297,3528269450.866699,131.25891967773438,0.0040728180060580765
2021-08-31,145.17149353027344,144.281005859375,145.14700317382812,144.69749450683594,22448000,144.69749450683594,3258259927.2460938,131.75184967041017,0.000739983809424416
2021-09-01,146.25399780273438,144.8834991455078,145.0,145.2154998779297,21936000,145.2154998779297,3180720000.0,132.21684967041017,0.0035799194233405718
2021-09-02,145.51950073242188,143.18499755859375,145.21600341796875,143.28700256347656,32342000,143.28700256347656,4696575982.543945,132.67929977416992,-0.013280244299501476
2021-09-03,144.15499877929688,142.40049743652344,143.08050537109375,143.739501953125,19850000,143.739501953125,2840148031.616211,1
33.08690994262696,0.0031579932691241375
2021-09-07,144.56500244140625,143.61900329589844,143.83450317382812,144.28050231933594,20124000,144.28050231933594,2894525541.870117,133.52360000610352,0.0037637556750917955
2021-09-08,144.39999389648438,143.0,144.10000610351562,143.6909942626953,18344000,143.6909942626953,2643370511.9628906,133.95203018188477,-0.004085846993628239
2021-09-09,144.3105010986328,143.17750549316406,143.8404998779297,143.54100036621094,15314000,143.54100036621094,2202773415.130615,134.37543014526366,-0.0010438642815022714
2021-09-10,144.718505859375,140.73800659179688,144.21249389648438,140.87600708007812,36840000,140.87600708007812,5312788275.146484,134.8197900390625,-0.018566077144047455
2021-09-13,142.9499969482422,141.25,141.94949340820312,142.33250427246094,22094000,142.33250427246094,3136232107.36084,135.22427993774414,0.010338859132732914
2021-09-14,143.36300659179688,141.75,142.99549865722656,142.54449462890625,19674000,142.54449462890625,2813293440.5822754,135.6211898803711,0.0014894022804481377
2021-09-15,144.45050048828125,141.34750366210938,142.77149963378906,144.42950439453125,27408000,144.42950439453125,3913081261.9628906,135.96364990234375,0.013224009601579878
2021-09-16,144.3000030517578,142.40150451660156,143.95050048828125,143.61000061035156,26190000,143.61000061035156,3770063607.788086,136.29941986083983,-0.005674074612491142
2021-09-17,143.4499969482422,140.47000122070312,143.03050231933594,140.8000030517578,53384000,140.8000030517578,7635540335.81543,136.6795098876953,-0.019566865445659
2021-09-20,139.0,136.32200622558594,138.1614990234375,138.71949768066406,46518000,138.71949768066406,6426996611.572266,136.9422398376465,-0.014776316235795561
2021-09-21,140.01150512695312,138.2779998779297,139.74949645996094,139.0330047607422,25332000,139.0330047607422,3540134244.3237305,137.21366973876954,0.0022600073192293735
2021-09-22,140.88699340820312,138.55149841308594,139.3040008544922,140.2834930419922,25056000,140.2834930419922,3490401045.4101562,137.45897979736327,0.008994182952471785
2021-09-23,141.69650268554688,140.40150451660156,140.9875030517578,141.21600341796875,20952000,141.21600341796875,2953970163.9404297,137.71956985473633,0.006647327891225352
2021-09-24,142.33050537109375,140.24099731445312,140.5384979248047,142.21499633789062,22984000,142.21499633789062,3230136836.303711,137.9573597717285,0.007074218896884421
2021-09-27,141.93850708007812,140.0675048828125,140.80450439453125,141.07200622558594,21882000,141.07200622558594,3081084165.161133,138.22018981933593,-0.008037057565919659
2021-09-28,139.09649658203125,135.36000061035156,138.65499877929688,135.8300018310547,45772000,135.8300018310547,6346516604.125977,138.47149978637697,-0.03715836000906403
